tokens,ner_tags,sentence_label
"['Plymouth', '2', 'Preston', '1']","[3, 0, 3, 0]",1
"['Germany', 'and', 'Poland', 'agreed', 'on', 'Friday', 'to', 'tighten', 'cooperation', 'between', 'their', 'intelligence', 'services', 'in', 'fighting', 'international', 'organised', 'crime', ',', 'PAP', 'news', 'agency', 'reported', '.']","[5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",4
"['Otelul', 'Galati', '4', '2', '0', '2', '4', '3', '6']","[3, 4, 0, 0, 0, 0, 0, 0, 0]",1
"['Universitatea', 'Craiova', '4', '1', '1', '2', '8', '6', '4']","[3, 4, 0, 0, 0, 0, 0, 0, 0]",1
"['Viking', '20', '7', '7', '6', '33', '24', '28']","[3, 0, 0, 0, 0, 0, 0, 0]",4
"['1.', 'Stefka', 'Kostadinova', '(', 'Bulgaria', ')', '2.03', 'metres']","[0, 1, 2, 0, 5, 0, 0, 0]",1
"['Reiterates', 'previous', '""', 'buy', '""', 'recommendation', 'after', 'results', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Guimaraes', '4', 'Gil', 'Vicente', '2']","[3, 0, 3, 4, 0]",1
"['ingot', '75', 'cents', '/', 'pound']","[0, 0, 0, 0, 0]",2
"['I', 'do', ""n't"", 'think', 'it', ""'s"", 'safe', 'for', 'me', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Reagan', 'recovered', 'fully', 'from', 'his', 'wounds', 'but', 'Brady', ',', 'who', 'was', 'close', 'to', 'death', 'after', 'being', 'shot', 'by', 'John', 'Hinckley', 'Jr', '.']","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",4
"['They', 'said', 'the', 'body', 'of', 'Amer', 'Hishem', 'Ali', 'Mohammed', ',', '23', ',', 'was', 'found', 'in', 'a', 'pool', 'of', 'blood', 'in', 'Sliema', ',', 'seven', 'km', '(', 'four', 'miles', ')', 'from', 'Valletta', ',', 'on', 'Wednesday', 'morning', '.']","[0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]",0
"['""', 'This', 'is', 'our', 'first', 'decision', 'in', 'federal', 'distrct', 'court', 'regarding', 'a', 'dispute', 'with', 'Medicare', ',', '""', 'Gildea', 'said', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 0, 0]",4
"['Young', 'Boys', '9', '1', '0', '8', '6', '19', '3']","[3, 4, 0, 0, 0, 0, 0, 0, 0]",4
"['North', 'Queensland', '21', '6', '0', '15', '266', '593', '12']","[3, 4, 0, 0, 0, 0, 0, 0, 0]",4
"['MOTOCROSS', '-', 'GERMAN', '125CC', 'GRAND', 'PRIX', 'RESULTS', '.']","[0, 0, 7, 0, 7, 8, 0, 0]",1
"['2.', 'Steve', 'Backley', '(', 'Britain', ')', '82.20']","[0, 1, 2, 0, 5, 0, 0]",1
"['Also', 'omitted', 'from', 'the', '20-man', 'squad', 'which', 'will', 'travel', 'to', 'Vaduz', 'for', 'Saturday', ""'s"", 'group', 'eight', 'match', 'are', 'central', 'defenders', 'Alan', 'Kernaghan', 'and', 'Liam', 'Daish', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0]",1
"['Alex', 'Corretja', '(', 'Spain', ')', 'beat', 'Byron', 'Black', '(', 'Zimbabwe', ')', '7-6', '(', '8-6', ')', '3-6', '6-2', '6-2']","[1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['The', 'company', ',', 'which', 'asked', 'for', 'a', 'two-week', 'delay', 'from', 'the', 'usual', 'August', '15', 'deadline', 'for', 'reporting', 'first-half', 'results', ',', 'closed', 'on', 'Tuesday', 'at', '5,800', 'forints', ',', 'down', '300', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Liverpool', '3', '1', '2', '0', '5', '3', '5']","[3, 0, 0, 0, 0, 0, 0, 0]",4
"['In', 'Colorado', ',', 'Mark', 'Thompson', 'threw', 'an', 'eight-hitter', 'for', 'his', 'third', 'complete', 'game', 'and', 'Ellis', 'Burks', 'homered', 'and', 'drove', 'in', 'three', 'runs', 'as', 'the', 'Colorado', 'Rockies', 'beat', 'the', 'Pittsburgh', 'Pirates', '9-3', '.']","[0, 5, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 3, 4, 0, 0]",1
"['third', 'and', 'final', 'test', 'between', 'England', 'and', 'Pakistan', 'at', 'The', 'Oval', 'on']","[0, 0, 0, 0, 0, 5, 0, 5, 0, 5, 6, 0]",1
"['Tax', '3.67', 'vs', '1.82']","[0, 0, 0, 0]",2
"['Sydney', 'Bulldogs', '17', 'South', 'Queensland', '16', 'Brisbane', '38', 'Gold', 'Coast', '10']","[3, 4, 0, 3, 4, 0, 3, 0, 3, 4, 0]",1
"['But', 'Fischler', 'agreed', 'to', 'review', 'his', 'proposal', 'after', 'the', 'EU', ""'s"", 'standing', 'veterinary', 'committee', ',', 'mational', 'animal', 'health', 'officials', ',', 'questioned', 'if', 'such', 'action', 'was', 'justified', 'as', 'there', 'was', 'only', 'a', 'slight', 'risk', 'to', 'human', 'health', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
"['The', 'Russians', ',', 'who', 'said', 'they', 'overpowered', 'the', 'guards', '--', 'two', 'armed', 'with', 'Kalashnikov', 'automatic', 'rifles', '--', 'while', 'doing', 'regular', 'maintenance', 'work', 'on', 'their', 'Ilyushin', '76', 'cargo', 'plane', 'last', 'Friday', ',', 'left', 'the', 'UAE', 'capital', 'Abu', 'Dhabi', 'for', 'home', 'on', 'Sunday', '.']","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 6, 0, 0, 0, 0, 0]",1
"['2.', 'Patricia', 'Djate', '(', 'France', ')', '4:02.26']","[0, 1, 2, 0, 5, 0, 0]",1
"['7.', 'Wilfried', 'Peeters', '(', 'Belgium', ')', 'Mapei', '51']","[0, 1, 2, 0, 5, 0, 3, 0]",1
"['Chang', 'ran', 'off', 'the', 'next', 'three', 'points', 'to', 'close', 'out', 'the', 'match', 'but', 'for', 'Oncins', ',', 'the', 'contest', 'was', 'a', 'personal', 'victory', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['The', 'bullish', 'comments', 'for', 'the', 'coming', 'year', 'soothed', 'analysts', 'and', 'most', 'shareholders', ',', 'who', 'were', 'disappointed', 'by', 'the', 'lower', 'than', 'expected', 'profit', 'for', '1995/96', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Midfielders', '-', 'Richard', 'Witschge', '(', 'Ajax', ')', ',', 'Philip', 'Cocu', '(', 'PSV', ')', ',', 'Wim', 'Jonk', '(', 'PSV', ')', ',', 'Aron', 'Winter', '(', 'Internazionale', ')', ',', 'Jean-Paul', 'van', 'Gastel', '(', 'Feyenoord', ')', ',', 'Clarence', 'Seedorf', '(', 'Real', 'Madrid', ')', '.']","[0, 0, 1, 2, 0, 3, 0, 0, 1, 2, 0, 3, 0, 0, 1, 2, 0, 3, 0, 0, 1, 2, 0, 3, 0, 0, 1, 2, 2, 0, 3, 0, 0, 1, 2, 0, 3, 4, 0, 0]",1
"['NEW', 'YORK', '1996-08-28']","[5, 6, 0]",0
"['2.', 'Tim', 'Forsyth', '(', 'Australia', ')', '2.30']","[0, 1, 2, 0, 5, 0, 0]",4
"['LA', 'PRESSE']","[3, 4]",4
"['Arkansas', 'has', 'been', 'spared', 'the', 'loss', 'of', 'predominantly', 'black', 'churches', 'to', 'arson', ',', 'a', 'wave', 'that', 'has', 'claimed', 'an', 'estimated', '30', 'houses', 'of', 'worship', 'across', 'the', 'south', 'in', 'the', 'past', 'several', 'months', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['-', 'Hariri', 'to', 'step', 'into', 'the', 'election', 'battle', 'with', 'an', 'incomplete', 'list', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['He', 'told', 'the', 'Bengali', 'newspaper', 'Banglabazar', 'Patrika', 'on', 'Tuesday', 'that', 'such', 'threats', 'were', 'possibly', 'coming', 'from', '""', 'those', 'who', 'want', 'to', 'push', 'the', 'country', 'into', 'chaos', 'and', 'unrest', '.', '""']","[0, 0, 0, 7, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['HINA', 'said', 'the', 'church', 'in', 'the', 'small', 'village', 'of', 'Karin', 'Gornji', ',', '30', 'km', '(', '19', 'miles', ')', 'north', 'of', 'Zadar', ',', 'was', 'destroyed', 'by', 'the', 'morning', 'attack', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['We', 'stay', 'in', 'Manhattan', 'and', 'it', ""'s"", 'a', 'long', 'way', 'to', 'come', '.']","[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['BOMBAY', '1996-08-28']","[5, 0]",4
"['""', 'Multi-layers', 'kept', 'management', 'at', 'a', 'distance', 'from', 'its', 'customers', ',', '""', ""O'Neal"", 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2
"['More', 'than', '185,000', 'black', 'soldiers', 'fought', 'and', '37,000', 'died', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['I', 'do', ""n't"", 'know', 'if', 'I', 'can', 'go', 'any', 'faster', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['""', 'Yeah', ',', 'you', 'know', 'it', ""'s"", 'fun', ',', 'it', ""'s"", 'always', 'fun', 'when', 'you', ""'ve"", 'got', 'a', 'chance', 'to', 'go', 'to', 'the', 'ballpark', 'and', 'win', 'a', 'game', 'that', ""'s"", 'important', ',', '""', 'said', 'Rodriguez', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
"['ZTE', '1', 'Debrecen', '5']","[3, 0, 3, 0]",3
"['Manly', '42', 'Western', 'Suburbs', '12']","[3, 0, 3, 4, 0]",1
"['1.', 'Cathy', 'Freeman', '(', 'Australia', ')', '22.53']","[0, 1, 2, 0, 5, 0, 0]",1
"['Beauty', 'queens', 'are', 'high-profile', 'personalities', 'in', 'Venezuela', 'and', 'Machado', ""'s"", 'alleged', 'weight', 'problem', 'made', 'front', 'page', 'news', 'this', 'week', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['8', '(', '80', ')']","[0, 0, 0, 0]",4
"['German', 'farm', 'ministry', 'tells', 'consumers', 'to', 'avoid', 'British', 'mutton', '.']","[7, 0, 0, 0, 0, 0, 0, 7, 0, 0]",0
"['JOHANNESBURG', '1996-08-29']","[5, 0]",0
"['ALLENTOWN', ',', 'Pa', '.']","[5, 0, 5, 0]",4
"['At', 'Colchester', ':', 'Gloucestershire', '280', 'and', '27-4', '.']","[0, 5, 0, 3, 0, 0, 0, 0]",1
"['Tim', 'Henman', '(', 'Britain', ')', 'beat', 'Roberto', 'Jabali', '(', 'Brazil', ')', '6-2', '6-3', '6-4']","[1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 0, 0]",1
"['The', 'passengers', 'were', 'released', 'in', 'batches', 'during', 'the', 'course', 'of', 'the', 'morning', 'after', 'the', 'Airbus', 'A310', 'landed', 'at', 'Stansted', ',', 'having', 'been', 'diverted', 'from', 'Cyprus', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0]",0
"['Moslem', 'refugees', 'seek', 'to', 'vote', 'in', 'Serb-held', 'town', '.']","[7, 0, 0, 0, 0, 0, 7, 0, 0]",0
"['Rubin', 'was', 'widely', 'hailed', 'as', 'the', 'architect', 'of', 'the', 'dollar', ""'s"", 'comeback', ',', 'using', 'skills', 'and', 'expertise', 'gained', 'in', '26', 'years', 'on', 'Wall', 'Street', ',', 'part', 'of', 'which', 'were', 'spent', 'as', 'co-chairman', 'of', 'Goldman', ',', 'Sachs', 'and', 'Co', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 4]",2
"['2.', 'Corser', '270']","[0, 1, 0]",4
"['Moura', ',', 'who', 'appeared', 'to', 'have', 'elbowed', 'Cyprien', 'in', 'the', 'final', 'minutes', 'of', 'the', '3-0', 'win', 'by', 'Neuchatel', ',', 'was', 'suspended', 'for', 'seven', 'matches', 'and', 'fined', '1,000', 'francs', '(', '$', '840', ')', 'by', 'the', 'Swiss', 'league', 'disciplinary', 'committee', '.']","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0]",1
"['LONDON', '1996-08-26']","[5, 0]",0
"['One', 'warrant', 'controls', 'one', 'share', '.']","[0, 0, 0, 0, 0, 0]",2
"['Bowling', ':', 'McGrath', '7-2-13-1', '(', '2w', ')', ',', 'Flemming', '7-0-24-2', '(', '3w', ',', '3nb', ')', ',']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1
"['Botham', 'dashed', 'back', 'to', 'Portsmouth', 'and', 'took', 'the', 'field', 'as', 'the', 'thrid', 'over', 'began', '.']","[1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Ukraine', 'has', 'repeatedly', 'promised', 'to', 'introduce', 'the', 'hryvna', 'but', 'had', 'to', 'postpone', 'the', 'plans', 'because', 'of', 'economic', 'problems', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Saeed', 'in', 'his', 'comments', 'did', 'not', 'threaten', 'to', 'call', 'off', 'the', 'deal', 'and', 'the', 'U.N.', 'officials', 'said', 'they', 'expected', 'it', 'to', 'go', 'into', 'force', 'next', 'month', 'after', 'Secretary-General', 'Boutros', 'Boutros-Ghali', 'reports', 'that', 'arrangements', 'are', 'in', 'place', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]",2
"['matches', 'played', 'at', 'the', 'weekend', '.']","[0, 0, 0, 0, 0, 0]",1
"['Gold', 'Coast', '21', '5', '1', '15', '351', '483', '11']","[3, 4, 0, 0, 0, 0, 0, 0, 0]",4
"['Standings', '(', 'tabulated', 'under', 'played', ',', 'won', ',', 'drawn', ',', 'lost', ',', 'goals']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['SEOUL', '1996-08-27']","[5, 0]",3
"['4.', 'Slight', '38:32.149']","[0, 1, 0]",4
"['It', 'will', 'also', 'boost', 'both', 'countries', ""'"", 'ambitions', 'to', 'join', 'NATO', 'and', 'the', 'European', 'Union', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 4, 0]",0
"['Portsmouth', '1', 'Queen', ""'s"", 'Park', 'Rangers', '2']","[3, 0, 3, 4, 4, 4, 0]",1
"['.', '""']","[0, 0]",4
"['8.', 'Anthony', 'Gobert', '(', 'Australia', ')', 'Kawasaki', '117']","[0, 1, 2, 0, 5, 0, 3, 0]",1
"['JAKARTA', '1996-08-29']","[5, 0]",0
"['Belgium', 'asks', 'how', 'paedophile', 'suspect', 'eluded', 'police', '.']","[5, 0, 0, 0, 0, 0, 0, 0]",4
"['soccer', 'match', 'played', 'on', 'Tuesday', ':']","[0, 0, 0, 0, 0, 0]",1
"['Hajduk', '3', '1', '0', '2', '3', '3', '3']","[3, 0, 0, 0, 0, 0, 0, 0]",1
"['GROZNY', ',', 'Russia', '1996-08-23']","[5, 0, 5, 0]",0
"['ATLANTA', '1996-08-25']","[5, 0]",1
"['2.', 'Juha', 'Kankkunen', '(', 'Finland', ')', 'Toyota', 'Celica', '12', 'seconds']","[0, 1, 2, 0, 5, 0, 7, 8, 0, 0]",1
"['MONDAY', ',', 'AUGUST', '26TH', 'SCHEDULE']","[0, 0, 0, 0, 0]",4
"['PRETORIA', '1996-08-27']","[5, 0]",0
"['Ken', 'Caminiti', 'added', 'two', 'RBI', 'for', 'the', 'Padres', ',', 'who', 'have', 'won', 'six', 'of', 'their', 'last', 'seven', 'games', 'and', 'remained', 'one', 'game', 'ahead', 'of', 'the', 'Los', 'Angeles', 'Dodgers', 'in', 'the', 'National', 'League', 'West', '.']","[1, 2, 0, 0, 7, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 7, 8, 8, 0]",1
"['Swindon', '1', 'Oldham', '0']","[3, 0, 3, 0]",1
"['Division', 'A']","[0, 0]",4
"['New', 'U.S.', 'ambassador', 'arrives', 'in', 'Saudi', 'Arabia', '.']","[0, 5, 0, 0, 0, 5, 6, 0]",0
"['At', 'Worcester', ':', 'Warwickshire', '310', '(', 'A.', 'Giles', '83', ',', 'T.', 'Munton', '54', 'not']","[0, 5, 0, 3, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0]",1
"['The', 'agency', 'said', 'it', 'would', 'monitor', 'effects', 'of', 'the', 'two', 'new', 'rules', 'before', 'considering', 'the', '""', 'price', 'improvement', '""', 'proposal', 'again', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Before', 'that', 'is', 'accomplished', 'we', 'cannot', 'address', 'anything', 'else', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['She', 'is', 'scheduled', 'to', 'step', 'down', 'in', 'January', 'after', 'a', 'term', 'of', 'nearly', 'seven', 'years', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['""', 'They', 'asked', 'me', 'what', 'would', 'be', 'the', 'first', 'thing', 'I', 'would', 'do', 'if', 'I', 'were', 'president', ',', 'and', 'I', 'said', 'the', 'first', 'thing', 'I', 'would', 'do', 'would', 'be', 'to', 'resign', 'straight', 'away', ',', '""', 'Archbishop', 'Antonio', 'Quarracino', 'said', 'at', 'a', 'sermon', 'attended', 'by', 'several', 'cabinet', 'ministers', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['The', 'Tigers', 'have', 'won', 'consecutive', 'games', 'after', 'dropping', 'eight', 'in', 'a', 'row', ',', 'but', 'have', 'won', 'nine', 'of', 'their', 'last', '12', 'at', 'home', '.']","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Played', 'Sunday', ':']","[0, 0, 0]",1
"['Morton', 'v', 'Falkir', ',', 'Partick', 'v', 'St', 'Mirren', ',', 'St', 'Johnstone', 'v']","[3, 0, 3, 0, 3, 0, 3, 4, 0, 3, 4, 0]",1
"['Slask', 'Wroclaw', '7', '3', '1', '3', '8', '7', '10']","[3, 4, 0, 0, 0, 0, 0, 0, 0]",1
"['SOCCER', '-', 'GOTHENBURG', 'PUT', 'FERENCVAROS', 'OUT', 'OF', 'EURO', 'CUP', '.']","[0, 0, 5, 0, 3, 0, 0, 7, 8, 0]",1
"['NATO', 'military', 'chiefs', 'to', 'visit', 'Iberia', '.']","[3, 0, 0, 0, 0, 3, 0]",0
"['The', 'anti-graft', 'body', 'was', 'discussing', 'the', 'case', 'with', 'the', 'Thai', 'government', ',', 'especially', 'the', 'suspect', ""'s"", 'status', ',', 'it', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['TEXAS', 'AT', 'MINNESOTA']","[3, 0, 5]",1
"['Imran', 'Khan', '(', 'Pakistan', ')', '362', ',', '88']","[1, 2, 0, 5, 0, 0, 0, 0]",4
"['D.', 'Fulton', '64', ',', 'N.', 'Llong', '63', ',', 'M.', 'Walker', '59', ')', 'and', 'second', 'innings']","[1, 2, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0]",1
"['JERUSALEM', '1996-08-25']","[5, 0]",0
"['MOSCOW', '1996-08-27']","[5, 0]",0
"['TEXAS', '75', '56', '.573', '-']","[3, 0, 0, 0, 0]",1
"['A', 'single', 'firework', 'after', 'midday', 'signalled', 'the', 'start', 'of', 'the', 'fruit-throwing', 'frenzy', ',', 'during', 'which', 'participants', 'hurl', 'some', '100', 'tonnes', 'of', 'tomatoes', 'trucked', 'in', 'for', 'the', 'occasion', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Marseille', '1', 'Metz', '2']","[3, 0, 3, 0]",1
"['But', 'Filipovic', 'said', 'he', 'would', 'not', 'quit', 'under', 'pressure', '.', '""']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['There', 'was', 'cash-related', 'buying', 'late', 'from', 'people', 'who', 'want', 'to', 'take', 'delivery', 'of', 'the', 'September', 'contract', ',', 'they', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['3.', 'Juliet', 'Cuthbert', '(', 'Jamaica', ')', '22.77']","[0, 1, 2, 0, 5, 0, 0]",1
"['(', 'Jul', '5', ')', '(', 'Jan', '2', ')']","[0, 0, 0, 0, 0, 0, 0, 0]",4
"['NEW', 'YORK', '1996-08-28']","[5, 6, 0]",0
"['66', ',', 'M.', 'Vaughan', '57', ')', 'v', 'Lancashire', '.']","[0, 0, 1, 2, 0, 0, 0, 3, 0]",1
"['The', 'KDP', 'said', 'Thursday', 'night', 'it', 'had', 'repelled', 'an', 'attack', 'by', 'thousands', 'of', 'PUK', 'fighters', ',', 'killing', ',', 'wounding', 'or', 'capturing', 'about', '400', 'opposing', 'guerrillas', '.']","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['South', 'African', 'apartheid', 'killer', 'Eugene', 'de', 'Kock', 'was', 'found', 'guilty', 'of', 'murder', 'and', 'attempted', 'murder', 'on', 'Tuesday', ',', 'a', 'day', 'after', 'he', 'was', 'convicted', 'of', 'five', 'other', 'murders', '.']","[7, 8, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['""', 'Chemical', 'products', '""', 'came', 'next', 'with', 'a', '13', 'percent', 'share', ',', 'then', '""', 'transport', 'materials', '""', 'with', 'nine', 'percent', ',', 'and', 'finally', 'foods', ',', 'drinks', 'and', 'tobacco', 'with', '6.3', 'percent', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['The', 'Republican', 'Party', ',', 'whose', 'platform', 'calls', 'for', 'making', 'all', 'abortions', 'illegal', ',', 'faced', 'a', 'similar', 'dilemma', 'this', 'year', 'when', 'Massachusetts', 'Gov', '.']","[0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]",4
"['Tension', 'builds', 'in', 'Mexican', 'state', 'ahead', 'of', 'elections', '.']","[0, 0, 0, 7, 0, 0, 0, 0, 0]",0
"['Johnson', 'ran', 'the', 'same', 'time', 'at', 'the', 'U.S.', 'Olympic', 'trials', 'in', 'Atlanta', 'in', 'June', 'to', 'become', 'the', 'second', 'equal', 'fastest', 'hurdler', 'of', 'all', 'time', 'with', 'American', 'Roger', 'Kingdom', '.']","[1, 0, 0, 0, 0, 0, 0, 5, 7, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 2, 0]",1
"['McLaren', 'FI', 'GTR', '169']","[7, 8, 8, 0]",1
"['KARACHI', ',', 'Pakistan', '1996-08-26']","[5, 0, 5, 0]",0
"['MING', 'PAO', 'DAILY', 'NEWS', 'said', 'it', 'hoped', 'Chinese', 'officials', 'would', 'soon', 'open', 'dialogue', 'with', 'Hong', 'Kong', ""'s"", 'Democratic', 'Party', 'and', 'the', 'newly-established', 'democracy', 'lobby', ',', 'Frontier', ',', 'in', 'order', 'to', 'ease', 'anxieties', 'in', 'the', 'lead-up', 'to', 'the', 'handover', '.']","[3, 4, 4, 4, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 5, 6, 0, 3, 4, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['Germany', ""'s"", 'representative', 'to', 'the', 'European', 'Union', ""'s"", 'veterinary', 'committee', 'Werner', 'Zwingmann', 'said', 'on', 'Wednesday', 'consumers', 'should', 'buy', 'sheepmeat', 'from', 'countries', 'other', 'than', 'Britain', 'until', 'the', 'scientific', 'advice', 'was', 'clearer', '.']","[5, 0, 0, 0, 0, 3, 4, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]",2
"['""', 'I', 'do', 'not', 'know', 'who', 'she', 'is', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",4
